                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2013 University of Southern California                    

                                   CYCLOMATIC COMPLEXITY RESULTS                                   
                              Generated by UCC v.2014.08f on 12 1 2015                              
ucc.exe -dir d:\Development\GitHub\Breakout\source\ -extfile JavaScript -outdir d:\Metriken\count_out_6\

                                          RESULTS BY FILE                                          

Cyclomatic Complexity
Total(CC1),Total(CC2),Total(CC3),Average(CC1),Risk,File Name
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Component.InCamera,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Component.InputEnabled,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,7,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,Phaser.Component.InWorld,d:\Development\GitHub\Breakout\source\\phaser.js
8,11,8,Low,Phaser.Component.InWorld.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Component.LifeSpan,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.Component.LifeSpan.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Component.LoadTexture,d:\Development\GitHub\Breakout\source\\phaser.js
9,14,9,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
6,7,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Component.Overlap,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Component.PhysicsBody,d:\Development\GitHub\Breakout\source\\phaser.js
4,6,4,Low,Phaser.Component.PhysicsBody.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,Phaser.Component.PhysicsBody.postUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Component.Reset,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,Phaser.Component.Reset.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
2,5,2,Low,Phaser.Component.ScaleMinMax,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Component.Smoothed,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.GameObjectFactory,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.GameObjectCreator,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,5,1,Low,Phaser.Sprite,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Sprite.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,5,1,Low,Phaser.Image,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Image.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,7,1,Low,Phaser.TileSprite,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,Phaser.TileSprite.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.autoScroll,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.stopScroll,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
1,5,1,Low,Phaser.Rope,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,Phaser.Rope.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Rope.prototype.update,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Rope.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,7,2,Low,Phaser.Button,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Button.prototype.clearFrames,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Button.prototype.removedFromWorld,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.Button.prototype.setStateFrame,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Phaser.Button.prototype.changeStateFrame,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Button.prototype.setFrames,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,Phaser.Button.prototype.setStateSound,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Button.prototype.playStateSound,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Button.prototype.setSounds,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Button.prototype.setOverSound,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Button.prototype.setOutSound,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Button.prototype.setDownSound,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Button.prototype.setUpSound,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,Phaser.Button.prototype.onInputOverHandler,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Button.prototype.onInputOutHandler,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Button.prototype.onInputDownHandler,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,Phaser.Button.prototype.onInputUpHandler,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,Phaser.SpriteBatch,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particle,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Phaser.Particle.prototype.update,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particle.prototype.onEmit,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particle.prototype.setAlphaData,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particle.prototype.setScaleData,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Particle.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
7,9,7,Low,Phaser.BitmapData,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
9,11,9,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
9,9,9,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,6,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
11,16,11,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
11,16,11,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
5,8,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,5,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
11,16,11,Medium,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,3,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
30,46,30,High,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
6,11,6,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,6,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
8,10,8,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,6,5,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,Phaser.BitmapData.getTransform,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,PIXI.Graphics.prototype.lineStyle,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.moveTo,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.lineTo,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,PIXI.Graphics.prototype.quadraticCurveTo,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,PIXI.Graphics.prototype.bezierCurveTo,d:\Development\GitHub\Breakout\source\\phaser.js
4,6,4,Low,PIXI.Graphics.prototype.arcTo,d:\Development\GitHub\Breakout\source\\phaser.js
8,11,8,Low,PIXI.Graphics.prototype.arc,d:\Development\GitHub\Breakout\source\\phaser.js
4,5,4,Low,PIXI.Graphics.prototype.beginFill,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.endFill,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawRect,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawRoundedRect,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawCircle,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.drawEllipse,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,PIXI.Graphics.prototype.drawPolygon,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.clear,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.generateTexture,d:\Development\GitHub\Breakout\source\\phaser.js
11,12,11,Medium,PIXI.Graphics.prototype._renderWebGL,d:\Development\GitHub\Breakout\source\\phaser.js
8,9,8,Low,PIXI.Graphics.prototype._renderCanvas,d:\Development\GitHub\Breakout\source\\phaser.js
15,16,15,Medium,PIXI.Graphics.prototype.getBounds,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,PIXI.Graphics.prototype.containsPoint,d:\Development\GitHub\Breakout\source\\phaser.js
25,26,25,High,PIXI.Graphics.prototype.updateLocalBounds,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,PIXI.Graphics.prototype._generateCachedSprite,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.updateCachedSpriteTexture,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.Graphics.prototype.destroyCachedSprite,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,PIXI.Graphics.prototype.drawShape,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.GraphicsData,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,PIXI.GraphicsData.prototype.clone,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.Graphics,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Graphics.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Graphics.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Phaser.Graphics.prototype.drawTriangle,d:\Development\GitHub\Breakout\source\\phaser.js
11,11,11,Medium,Phaser.Graphics.prototype.drawTriangles,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Phaser.RenderTexture,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.RenderTexture.prototype.renderXY,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.RenderTexture.prototype.renderRawXY,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,Phaser.RenderTexture.prototype.render,d:\Development\GitHub\Breakout\source\\phaser.js
3,7,3,Low,Phaser.Text,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.update,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,Phaser.Text.prototype.setShadow,d:\Development\GitHub\Breakout\source\\phaser.js
6,22,6,Low,Phaser.Text.prototype.setStyle,d:\Development\GitHub\Breakout\source\\phaser.js
22,27,22,High,Phaser.Text.prototype.updateText,d:\Development\GitHub\Breakout\source\\phaser.js
7,7,7,Low,Phaser.Text.prototype.renderTabLine,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Text.prototype.updateShadow,d:\Development\GitHub\Breakout\source\\phaser.js
9,11,9,Low,Phaser.Text.prototype.updateLine,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.clearColors,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.clearFontValues,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.addColor,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.addStrokeColor,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.addFontStyle,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Text.prototype.addFontWeight,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,Phaser.Text.prototype.runWordWrap,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.Text.prototype.updateFont,d:\Development\GitHub\Breakout\source\\phaser.js
2,6,2,Low,Phaser.Text.prototype.fontToComponents,d:\Development\GitHub\Breakout\source\\phaser.js
7,11,7,Low,Phaser.Text.prototype.componentsToFont,d:\Development\GitHub\Breakout\source\\phaser.js
1,2,1,Low,Phaser.Text.prototype.setText,d:\Development\GitHub\Breakout\source\\phaser.js
6,6,6,Low,Phaser.Text.prototype.parseList,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Phaser.Text.prototype.setTextBounds,d:\Development\GitHub\Breakout\source\\phaser.js
6,7,6,Low,Phaser.Text.prototype.updateTexture,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Text.prototype._renderWebGL,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Text.prototype._renderCanvas,d:\Development\GitHub\Breakout\source\\phaser.js
11,11,11,Medium,Phaser.Text.prototype.determineFontProperties,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Text.prototype.getBounds,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,6,1,Low,Phaser.BitmapText,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.BitmapText.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,Phaser.BitmapText.prototype.postUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.BitmapText.prototype.setText,d:\Development\GitHub\Breakout\source\\phaser.js
9,12,9,Low,Phaser.BitmapText.prototype.scanLine,d:\Development\GitHub\Breakout\source\\phaser.js
11,11,11,Medium,Phaser.BitmapText.prototype.updateText,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,Phaser.BitmapText.prototype.purgeGlyphs,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,Phaser.BitmapText.prototype.updateTransform,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,5,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
5,10,5,Low,Phaser.RetroFont,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.RetroFont.prototype.setFixedWidth,d:\Development\GitHub\Breakout\source\\phaser.js
3,7,3,Low,Phaser.RetroFont.prototype.setText,d:\Development\GitHub\Breakout\source\\phaser.js
11,11,11,Medium,Phaser.RetroFont.prototype.buildRetroFontText,d:\Development\GitHub\Breakout\source\\phaser.js
5,5,5,Low,Phaser.RetroFont.prototype.pasteLine,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Phaser.RetroFont.prototype.getLongestLine,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,Phaser.RetroFont.prototype.removeUnsupportedCharacters,d:\Development\GitHub\Breakout\source\\phaser.js
3,4,3,Low,Phaser.RetroFont.prototype.updateOffset,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
3,3,3,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,5,1,Low,Phaser.Rope,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,Phaser.Rope.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,Phaser.Rope.prototype.update,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Rope.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,3,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
2,2,2,Low,,d:\Development\GitHub\Breakout\source\\phaser.js
1,7,1,Low,Phaser.TileSprite,d:\Development\GitHub\Breakout\source\\phaser.js
3,5,3,Low,Phaser.TileSprite.prototype.preUpdate,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.autoScroll,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.stopScroll,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.destroy,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.TileSprite.prototype.reset,d:\Development\GitHub\Breakout\source\\phaser.js
1,1,1,Low,Phaser.Device,d:\Development\GitHub\Breakout\source\\phaser.js
5,11,5,Low,Phaser.Device.whenReady,d:\Development\GitHub\Breakout\source\\phaser.js
4,4,4,Low,Phaser.Device._readyCheck,d:\Development\GitHub\Breakout\source\\phaser.js
